state	year	temp	temp_avg
MS	2012	18.7740963603694	18.9388349514563
MS	2013	17.3741239834802	18.4477385094305
MS	2014	17.0699230313795	17.3269466882068
MS	2015	18.6494418855554	18.8937883188125
MS	2016	18.9518516201676	19.1638763683194
MS	2017	18.8749629095842	19.1049967762734
MS	2018	17.9339126770949	18.5905937399161
MS	2019	18.1740421104174	18.8130448127686
MO	2007	13.5792275850819	14.0205286117526
MO	2008	11.8823185606831	12.4577777777778
MO	2009	12.1881380105602	12.8862923621649
MO	2010	12.9414955568541	13.7444416435594
MO	2011	13.1395553742607	13.5949906241629
MO	2012	14.7483668131408	15.6556238790674
MO	2013	11.9227327485998	13.4469253731343
MO	2014	11.6743340238977	12.300376841384
MO	2015	13.2487455729222	13.7316256157635
MO	2016	14.1016951059825	14.6794764921641
MO	2017	13.8630173836842	14.5098466505246
MO	2018	12.9619682051282	13.508413188241
MO	2019	12.7326681394719	13.5862310385064
NM	2007	11.4441644536437	5.77859295165728
NM	2008	11.0679926949341	4.89877267148506
NM	2009	11.5080765583066	5.3508476821192
NM	2010	11.5118894923542	5.61569988215268
NM	2011	11.643939666367	5.64651806911106
NM	2012	12.6501069996468	6.70302392847752
NM	2013	11.1661279662282	6.74282808948438
NM	2014	11.5870824661022	7.41969160479726
NM	2015	11.8493364236728	7.3373348783314
NM	2016	12.1430595028646	7.48338998945024
NM	2017	12.6553645283351	8.35164508849032
NM	2018	12.304463339129	8.09926084883166
NM	2019	11.6006465605434	7.15383116092094
NY	2007	8.45242071231998	8.6584109589041
NY	2008	8.44885987590486	9.37027190332326
NY	2009	7.93967742763293	8.24261300992282
NY	2010	9.20652045658587	9.52319078947368
NY	2011	9.22167855550602	9.49545205479452
NY	2012	10.0749441160399	10.52
NY	2013	8.41219287856261	11.6644397562119
NY	2014	7.75488014130709	9.03891420645928
NY	2015	8.43816066084634	9.89375861390038
NY	2016	9.45366623443349	10.7038953373992
NY	2017	9.09543351486819	10.011067681547
NY	2018	8.7795208839358	10.2772499498898
NY	2019	8.25802342010106	9.7212732305259
NC	2007	15.8349189576125	15.9998526974774
NC	2008	15.0464482787364	15.147675879397
NC	2009	14.8877619377619	15.0803247801902
NC	2010	14.8997125774147	14.9735973896492
NC	2011	15.6470348084144	15.7225459713956
NC	2012	15.8866679361505	15.8541666666667
NC	2013	14.6091464556208	14.7184910836763
NC	2014	14.5475179013474	14.5973240988509
NC	2015	15.849725611778	16.0037807470392
NC	2016	15.888183194936	15.6795624240319
NC	2017	16.0054257136287	16.1055485404442
NC	2018	15.6742117619827	15.7961547093589
NC	2019	16.1000919269884	16.2765533585129
OR	2007	8.87244672971984	7.59345186776532
OR	2008	8.31108966848163	7.00479330751178
OR	2009	8.66254482418722	7.40409010412978
OR	2010	8.56759981566048	7.07661170674356
OR	2011	8.06841190755317	6.7532568813739
OR	2012	8.87724942673889	7.62184568202412
OR	2013	8.89748749692199	7.8479247325257
OR	2014	9.94972478227784	8.74504725044788
OR	2015	10.3933650252943	9.17720236648026
OR	2016	9.4517062713646	8.21273555657402
OR	2017	9.00897161973509	7.89231936356926
OR	2018	9.3128474718428	8.05568456899028
OR	2019	8.60318182596486	7.3303995510355
PA	2007	10.0471917191719	4.25222222222222
PA	2008	9.70899174088263	7.77267759562842
PA	2009	9.44223067236228	7.77252747252748
PA	2010	10.4037572254335	8.55643835616438
PA	2011	10.5894797972688	8.68520547945206
PA	2012	11.3452397751593	9.5688524590164
PA	2013	9.85537620533515	13.9191202872531
PA	2014	8.98577895576301	10.8992988929889
PA	2015	10.1323015371657	12.0198123421148
PA	2016	10.910696528918	12.5637747875354
PA	2017	10.7393014680141	12.1722614840989
PA	2018	10.3322113790326	11.71225
PA	2019	10.4757044443381	11.5878971795787
RI	2007	10.233136176066	10.2005479452055
RI	2008	10.4366017553483	10.4581967213115
RI	2009	9.90443315948394	10.0106849315068
RI	2010	11.1027350192413	11.1249315068493
RI	2011	10.9088429752066	11.0712328767123
RI	2012	11.5866117969822	11.7644808743169
RI	2013	10.3492019812878	12.1558176100629
RI	2014	9.84154948993659	10.5076601671309
RI	2015	10.286361134049	10.7757534246575
RI	2016	11.2605993951059	11.5385245901639
RI	2017	10.8984748557296	11.196301369863
RI	2018	10.9690606976105	11.1049315068493
RI	2019	10.3277376480786	10.7812328767123
SC	2007	17.7208524539162	17.7795427670477
SC	2008	16.9412495295446	17.2564922093488
SC	2009	16.7170878393291	16.7719585161548
SC	2010	16.7059894218494	16.8529738302934
SC	2011	17.5958779825689	18.0526400644901
SC	2012	17.861980756941	17.9808219178082
SC	2013	16.599007381013	17.4288270377734
SC	2014	16.5538475433526	16.7838060384263
SC	2015	17.8341071163274	18.0820665829146
SC	2016	18.0033633765663	18.335308988764
SC	2017	18.0675782104572	18.1810044313146
SC	2018	17.6186168655296	17.7286324786325
SC	2019	18.0332743395805	18.1758599695586
TN	2007	15.4914675966289	15.5634116192831
TN	2008	14.1066474767507	14.1324503311258
TN	2009	14.0112577220077	13.6888928317956
TN	2010	14.3050885767826	14.20359056806
TN	2011	14.8111228752382	14.8821199143469
TN	2012	15.5382687443279	15.3581949058693
TN	2013	13.760481298076	14.6356115107914
TN	2014	13.4778252194733	13.7741661461587
TN	2015	14.7916985542019	15.1295962367699
TN	2016	15.5252493803277	15.7613463626493
TN	2017	15.3362842790085	15.5697610409108
TN	2018	14.8631708336651	15.0718184104628
TN	2019	15.2606567972048	15.542962304861
TX	2007	18.7130222764858	18.8988737219079
TX	2008	19.0038679293278	19.1969933126218
TX	2009	19.1682586573567	19.344103577371
TX	2010	18.7667966843692	19.0808963614596
TX	2011	19.9575057400181	20.3509599418846
TX	2012	20.1655230535794	20.4793008803728
TX	2013	18.7664491445896	19.6392423216349
TX	2014	18.5260559117199	18.7688858393294
TX	2015	19.1066391422323	19.4068703992862
TX	2016	19.7890084408091	20.0832048621406
TX	2017	19.953724934612	20.2436506774076
TX	2018	19.0829830203921	19.5199963038255
TX	2019	18.9705466958115	19.3752379557768
VT	2007	6.01520873620748	6.33664383561644
VT	2008	6.64560343046084	7.7769641495042
VT	2009	6.14663373395804	6.49861878453038
VT	2010	7.52564115611643	7.77235939643348
VT	2011	7.18777574414796	7.56869863013698
VT	2012	8.08135868526658	8.29931506849316
VT	2013	6.64812355658199	7.83412240184758
VT	2014	5.81420045378317	7.0183774834437
VT	2015	6.41848514369216	7.31613611416026
VT	2016	7.44411425274091	8.4238042269188
VT	2017	7.07631906540266	7.82197260273972
VT	2018	6.77853912039265	7.72026359143328
VT	2019	6.02435681773204	6.93872411863458
VA	2007	14.0118356937281	14.1980813156693
VA	2008	13.3249971607041	13.7908883826879
VA	2009	13.1131905961377	13.4822831050228
VA	2010	13.4956419565462	13.8167736021998
VA	2011	14.1060847425319	14.4723744292237
VA	2012	14.2342693968519	14.6749315068493
VA	2013	13.0355877132715	15.3598273736128
VA	2014	12.6869738260413	13.4824446786091
VA	2015	13.8680010487388	14.5601223112611
VA	2016	14.1067367665728	14.7893728956229
VA	2017	14.1938050261897	14.8220756376429
VA	2018	13.8549301967682	14.4930649241147
VA	2019	14.3468424204481	15.004576415496
WA	2007	8.26966389949021	6.03370591888094
WA	2008	7.72366021963842	5.4685124354763
WA	2009	7.99277311396243	6.03428950947216
WA	2010	8.36388003242367	5.85979712858926
WA	2011	7.50009338296221	5.0447010826926
WA	2012	8.35946365130707	5.96034661392106
WA	2013	8.45458446406678	6.46857852226658
WA	2014	9.14058535351518	6.98449120784088
WA	2015	9.9274719001862	7.91680930886922
WA	2016	9.10816859430018	6.86445496270798
WA	2017	8.27933300812151	6.36391336690318
WA	2018	8.94285742509055	6.83003987467958
WA	2019	8.24405697705091	6.14716328281384
WI	2007	7.69147198676866	7.08812785388128
WI	2008	5.93195049988724	5.42030965391622
WI	2009	6.23790334628025	5.81940639269406
WI	2010	7.94875597646193	7.36630841121496
WI	2011	7.24718679601773	6.89536271809
WI	2012	9.04101158385546	8.57440801457194
WI	2013	5.97403879650171	7.74575442883324
WI	2014	5.17163369320984	5.68632876712328
WI	2015	7.57306308271087	8.11983561643836
WI	2016	8.34531513188339	8.9875214653692
WI	2017	7.66808270189155	8.03581803233762
WI	2018	6.88098727773231	7.35009596928982
WI	2019	6.10267893150001	6.7191011235955
